7902-1,Doctor's Car,2006,60,65
7997-1,Train Station,2007,240,389
8414-1,Mountain Rambler,1997,11,243
9509-11,"Advent Calendar 2012, Star Wars (Day 10) - AT-AT Walker",2012,225,13
9781465435514-1,Ultimate Sticker Collection: Star Wars Mighty Minifigures,2015,497,0
Annapolis-1,"LEGO Store Grand Opening Exclusive Set, Westfield Annapolis, Annapolis, MD",2009,408,45
B100-1,Crazy Action Contraptions (Klutz),1998,498,64
Maine-1,Maine Space Grant Consortium Promotional Astronaut Polybag,1999,93,5
Pleasanton-1,LEGO Store Grand Opening Exclusive Set Stoneridge Mall Pleasanton CA,2011,408,15
10123-1,Cloud City,2003,169,707
10833-1,Preschool,2017,636,39
2000709-1,Machines & Mechanisms Replacement Pack 2,2015,453,42
2982-1,Pooh's Birthday,1999,635,9
3808-1,Shadowstrike S70,2002,463,236
3885-2,Hikaru Little Flyer - Boxed Version,2007,389,22
3936-1,Emma’s Fashion Design Studio,2012,494,81
41532-1,Burnard,2015,584,59
42033-1,Record Breaker,2015,12,124
60052-1,Cargo Train,2014,66,889
6552-1,Rocky River Retreat,1993,83,241
71014-7,Bastian Schweinsteiger (7),2016,557,6
71024-2,Vintage Minnie,2019,677,7
7452-1,Lime/Black Racer,2007,120,34
76130-1,Stark Jet and Drone Attack,2019,488,503
79111-1,Constitution Train Chase,2013,575,702
8588-1,Kurahk,2003,344,45
8642-1,Monster Crusher,2005,120,42
D100340-1,LogIT Sensor Adapter,2010,259,0
K4346-1,X-Pod Kit,2004,478,4
1351-1,Movie Backdrop Studio,2001,273,211
2490-1,Insectoids Combi Set (Woolworth's UK promo),1998,134,3
30380-1,Kylo Ren's Shuttle,2018,158,33
30546-1,Krypto Saves the Day,2017,617,55
3929-1,Biff Starling Mars Rover Mission Astrobot Male,2002,126,5
41304-1,Puppy Treats & Tricks,2017,496,45
41452-1,Prince Puppycorn Trike,2018,625,103
4987-1,Gravel Pit,2007,650,40
606-1,Ambulance,1978,78,25
6161-1,Brick Box,2007,37,221
642-1,Tow Truck and Car,1978,85,43
71013-17,LEGO Minifigures - Series 16 - Complete,2016,556,0
8087-1,TIE Defender,2010,170,304
K8362-1,Ferrari Collection,2004,114,2
TRUNEXO-1,Micro Rumble Blade,2016,605,21
VP-4,Star Wars Co-Pack of 7101 7111 and 7171,2000,166,3
2307-1,Supplementary Bricks,1984,505,18
30265-1,Worriz' Fire Bike,2014,571,31
45002-1,Tech Machines Set,2013,516,95
45102-1,StoryStarter Expansion Pack: Space,2015,507,180
5002929-1,Friends Interior Design Kit,2015,494,28
5555-1,Toby at Wellsworth Station,2005,631,19
6555-1,Sea Hunter,1997,86,32
7524-1,Glamour Girl Purse,2004,500,18
8615-2,Vahki Bordakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,357,33
9360-1,{Roadplates and Scenery},1986,533,85
1011-1,Number/Symbol Blocks,1976,516,100
10404-1,Ocean's Bottom,2018,621,579
111-2,Starter Train Set without Motor,1966,235,118
1952-1,Dairy Tanker,1989,75,128
30133-1,Jack Sparrow,2011,263,4
30393-1,Steve and Creeper,2019,577,36
363-1,Hospital with Figures,1975,420,229
5001371-1,LEGO® Time-Teacher Girl Minifigure Watch & Clock,2012,501,0
5003083-1,Christmas Tree Ornament,2015,598,31
518-9,2 x 4 Plates - Black (architectural hobby und modelbau version),1962,252,26
6562-1,Gas Stop Shop,1995,76,226
66283-1,Build and Play Value Pack,2009,505,0
66427-1,"City Super Pack 4 in 1 (4436, 4437, 4439, 4441)",2012,61,4
7139-1,Ewok Attack,2002,169,121
7574-3,Advent Calendar 2005 Clikits  (Day 2) Hair Band,2005,222,7
8286-1,3 In 1 Car / Amphipower,1996,15,731
853551-1,Olivia Key Chain,2016,503,0
8590-2,Guurahk - With Shadow Kraata (Promotional Set),2003,344,45
8792-1,Sir Jayko,2005,198,42
9781465444646-1,Ultimate Sticker Collection: Minifigure Mash-up!,2016,497,0
2987-1,The Hundred Acre Wood,1999,635,37
30522-1,Batman in the Phantom Zone polybag,2016,484,59
5003584-1,Bad Cop Key Light,2014,503,0
5623-1,Basic Bricks Large,2010,48,450
6136-2,My First Zoo (re-release),2014,632,60
70604-1,Tiger Widow Island,2016,435,450
71019-6,Jay Walker,2017,618,10
8250-1,Search Sub [No CD],1997,10,370
891948-1,Iron-Baron,2019,435,7
9166-1,Battery Train,1988,516,65
951902-1,Fireman,2019,58,16
9781338047431-1,Star Wars: Quest for the Kyber Saber,2016,497,5
wwgp1-1,Wild West Limited Edition Gift Pack,1996,476,3
10803-1,Arctic,2016,504,40
21305-1,Maze,2016,576,769
2401-1,Racer,1984,505,3
31021-1,Furry Creatures,2014,672,285
31024-1,Roaring Power,2014,672,374
3918-1,Coast Guard Female Key Chain,2002,503,0
40290-1,60 Years of the LEGO Brick,2018,598,421
45302-1,WeDo 2.0 Smarthub Rechargeable Battery,2016,521,1
5532-1,Fire Car,2005,58,32
5767-1,Cool Cruiser,2011,672,621
5925-1,Pontoon Plane,1999,299,72
7574-25,Advent Calendar 2005 Clikits (Day 24) Hair Grip,2005,222,3
851400-1,Upscaled Mug Red,2015,501,0
853450-1,Emperor's Royal Guard Key Chain,2015,503,0
880-1,Supplementary Set,1979,4,22
K7690-1,Mars Mission Collection,2008,137,7
1929-1,Guardsman,1988,468,13
282-2,"2 x 2 Sloping Roof Bricks, Blue",1958,371,22
30541-1,Build a Duck,2018,621,10
3365-1,Moon Buggy,2011,52,37
391504-1,Fire vs Ice Weaponry,2015,571,38
4649858-1,Shadow ARF Trooper Promotional Polybag,2011,165,5
5135-1,Castle Accessories,1995,447,34
577-1,Basic Set,1981,469,391
7331-1,Diego's Rescue Truck,2004,628,11
8612-1,Ehrye,2004,336,27
K9833-2,Rechargeable Battery Set (AC Adapter 230V - 10V Transformer),2006,259,2
1562-2,Basic Building Set,1985,467,36
1781-1,Dino Babies,1997,658,90
334-1,Truck with Flatbed,1967,382,72
40205-1,Elves' Workshop,2016,206,238
41232-1,Super Hero High School,2017,617,711
4428-12,"Advent Calendar 2012, City (Day 11) Firefighter's ATV without Wheels",2012,217,13
5132-1,"Wheels, Bearings and Suspension",1995,443,32
5192-1,Cypress Trees,1989,443,2
60224-1,Satellite Servicing Mission,2019,679,81
6862-1,Secret Space Voyager,1991,136,254
70670-1,Monastery of Spinjitzu,2019,435,1079
70822-1,Unikitty's Sweetest Friends EVER!,2019,670,76
71011-3,Frightening Knight,2016,554,10
7531-1,The Ultimate Jewelry Collection,2004,500,154
850502-1,I (love) Anaheim Minifigure Magnet,2012,425,6
9780241313824-1,"Choose Your Path, Be The Hero, Discover The Galaxy!",2018,497,3
3344-1,One Minifig Pack - Ninja #1,2000,434,10
454-2,"1 x 4 x 2 Window, Red or White",1966,371,18
60179-1,Ambulance Helicopter,2018,60,190
6604-1,Formula-I Racer,1985,82,31
850353-1,Darth Vader Key Chain,2008,503,0
9311-1,City Buildings Set,2010,533,847
10236-1,Ewok Village,2013,169,1995
10755-1,Zane's Ninja Boat Pursuit,2018,597,131
215-3R,"2 x 8 Bricks, Red (USA/CAN)",1961,371,9
3332-1,Plane,1998,468,18
3511-1,Funny Crocodile (Explore),2003,505,16
6-Mar,Medium House Set,1970,433,158
40056-1,Thanksgiving Feast,2013,231,46
414-4,"Windows Parts Pack, White (The Building Toy)",1966,371,10
5627-1,Mini Bulldozer,2008,56,23
5940-1,Doll House,2004,322,210
5946-1,Tigger's Expedition,2011,635,26
6159-1,Crystal Detector,1998,312,105
632-1,Wheels and Tires,1996,473,60
6629-1,Ambulance,1981,78,39
71008-0,LEGO Minifigures - Series 13 [Random Bag],2015,551,0
7475-1,Fire Hammer vs. Mutant Lizards,2005,385,258
76062-1,Mighty Micros: Robin vs. Bane,2016,482,77
7622-1,Race for the Stolen Treasure,2008,267,275
7634-1,Tractor,2009,57,77
8045-1,Mini Telehandler,2010,7,118
8604-1,Toa Onewa,2004,353,44
9509-24,"Advent Calendar 2012, Star Wars (Day 23) - Snowman R2-D2",2012,225,8
970122-1,Small White Bands (Pack of 24),2002,524,24
Vienna-1,"LEGO Store Grand Opening Exclusive Set, SCS, Wien, Austria",2013,408,17
10143-1,Death Star II,2005,174,3460
1716-1,Starter Set with Building Plates,1994,467,201
1773-1,Airline Maintenance Vehicle with Trailer,1996,68,108
2818-1,Me and My House (Villa),1998,652,65
45210-1,MoreToMath Core Set 1-2,2015,507,520
71011-12,Kendo Fighter,2016,554,7
71012-19,LEGO Minifigures - Disney Series - All Sets,2016,555,0
7786-1,The Batcopter: The Chase for the Scarecrow,2007,484,299
851318-1,Sir Fangar Claw & Shield,2014,501,0
853700-1,Nunchucks,2017,501,0
1664-1,Bird,1992,505,2
3961-1,Johnny Thunder Key Chain,1998,503,0
4181-1,Isla De Muerta,2011,263,160
4969-1,Tractor Fun,2005,650,4
5002207-1,Classic Minifigure Link Watch,2013,501,0
5680-1,Police Truck,2011,632,14
60164-1,Sea Rescue Plane,2017,55,141
7031-1,Helicopter,2003,111,87
7101-1,Lightsaber Duel,1999,166,52
71017-8,The Joker – Arkham Asylum,2017,609,6
7137-1,Piraka,2010,345,15
7906-1,Fireboat,2007,58,187
853955-1,Aurora Key Chain,2019,503,0
8597-1,Krana Nuva,2002,324,50
9226-1,Hospital,2007,516,104
9481-1,Jeff Gorvette,2012,269,54
9697-1,FIRST LEGO League Challenge 2011 - Food Factor,2011,398,2115
MMMB023-1,Monthly Mini Model Build April 2010 - Chick,2010,409,30
12202014-1,Ninjago: Spinning Power,2011,497,8
3041-1,Big Bucket of Fun,1998,470,468
30526-1,The Mini Ultimate Batmobile,2018,484,84
3118-1,Fun Fashion Boutique,1998,668,122
3479-1,1 x 8 Light Grey Bricks,2000,254,25
372-2,Tow Truck,1971,423,53
40-1,Universal Building Set,1976,469,293
41095-1,Emma's House,2015,494,727
6130-1,Duplo Build and Play,2011,504,100
66535-1,Battle Pack 2 in 1,2015,158,0
75055-1,Imperial Star Destroyer,2014,158,1357
75167-1,"Bounty Hunter Speeder Bike"" Battle Pack",2017,158,125
8105-1,Iron Condor,2007,389,140
8385-1,Exo Stealth,2004,116,81
853776-1,Emma's Photo Studio Pod,2018,494,38
10225-1,R2-D2,2012,171,2126
107-2,Canada Post Mail Truck,1985,81,138
1134-1,Battery Wagon,1981,456,2
40097-1,Monthly Mini Model Build April 2014 - Helicopter,2014,409,44
4428-21,"Advent Calendar 2012, City (Day 20) Wheelbarrow with Spade and Snow",2012,217,7
4584-1,Hot Scorcher,2002,113,58
5084-1,12V Light Brick,1989,443,1
5517-1,XXL 1800,2007,37,1800
5617-1,Alien Jet,2008,137,21
66473-1,Star Wars Super Pack 3 in 1,2013,158,0
700GP0-1,Gift Package,1957,372,244
70321-1,General Magmar's Siege Machine of Doom,2016,605,516
71022-22,Percival Graves,2018,656,7
71023-0,The LEGO Movie 2: The Second Part Series [Random Bag],2019,675,0
75018-1,JEK-14's Stealth Starfighter,2013,170,548
75083-1,AT-DP,2015,182,498
7645-1,MT-61 Crystal Reaper,2008,137,598
8598-1,Kanohi Nuva & Krana Pack,2002,324,50
8942-2,Jetrax T6 Limited Edition,2008,327,419
10204-1,Vezon & Kardas,2006,347,3
2451-1,Police Squad,1991,505,12
3886-3,Ryo Walker - Duracell 12 pack AA Battery Promotion,2007,389,1
4882-2,Speed Wings - ANA version,2004,204,163
5000644-1,Monster Fighters Promotional Pack,2012,558,11
547-1,Basic Building Set,1987,467,624
6573-1,Arctic Expedition,2000,51,120
6827-1,Strata Scooter,1987,130,35
6852-1,Sonar Security,1993,140,61
7574-12,Advent Calendar 2005 Clikits (Day 11) Picture Frame,2005,222,6
7574-20,Advent Calendar 2005 Clikits (Day 19) Necklace,2005,222,4
75975-1,Watchpoint: Gibraltar,2019,669,730
9607-1,Technology Activity Set,1994,529,318
9928-1,Beams (blue),1999,1,44
1343-1,Optosensors (4.5V) and Discs,1986,525,4
30339-1,Traffic Light Patrol,2018,591,34
311-1,Ferry,1973,363,82
333-2,Delivery Truck,1967,382,68
333-3,Delivery Truck,1966,382,68
3835-1,Robo Champ,2009,502,119
40065-1,Monthly Mini Model Build May 2013 - Kingfisher,2013,409,21
6354-1,Pursuit Squad,1990,80,175
6612-1,Fire Chief's Car,1986,74,29
6913-1,Blue Roadster,2012,672,152
6945-1,Bad Guy,2007,324,25
7990-1,Cement Mixer,2007,56,212
K5862-1,Flower Fairy Party Collection,2003,319,3
2057-1,Rocking Horse Push-Along,1986,663,3
216-1,2 x 10 Bricks,1958,371,25
30244-1,Anakin's Jedi Intercepter,2014,159,45
3484-1,2 x 4 White Plates,2000,254,100
3800-1,Ultimate Builders Set,2001,260,322
4427-1,Fire ATV,2012,58,50
450-1,Fork Lift,1973,416,42
5001382-1,Mini box red,2012,501,0
5003084-1,The Hulk,2015,487,27
5419-1,Build a Farm,2007,505,107
561512-1,Winter Fun,2015,494,24
602-2,Fire Truck,1970,417,30
6301-1,Town Mini-Figures,1986,84,34
71017-6,Barbara Gordon,2017,609,8
76092-1,Batman vs Harley Quinn,2018,482,85
8003-1,Volcano Climber,2000,16,35
8232-1,Chopper Force,1997,6,277
853591-1,Batman Key Chain,2016,503,0
853699-1,Nya Key Chain,2017,503,0
9397-1,Logging Truck,2012,1,1312
9547-1,Letters Set,2004,516,123
9781338055603-1,Nexo Knights: Stone Monster Attack!,2017,497,18
VP-6,Building Bonanza Value Pack 4886 with 7280 & 7281,2006,52,3
2602-1,Dinosaurs Family Home,1997,658,30
2878-4,Santa Claus Mos Burger Gift Box 3 - Soccer Santa,2001,227,1
30552-1,Ariel's Underwater Symphony,2018,579,51
45504-1,EV3 Ultrasonic Sensor,2013,262,1
5002121-1,Puppy and Kennel,2014,504,1
5004248-1,Andrea Key Light,2014,503,0
70355-1,Aaron's Rock Climber,2017,605,595
7198-1,Fighter Plane Attack,2009,266,384
7575-4,Advent Calendar 2004 Clikits (Day  3) Hair Band,2004,222,7
76124-1,War Machine Buster,2019,487,362
7658-1,Y-wing Fighter,2007,169,454
7724-19,Advent Calendar 2008 City (Day 18) Criminal with Handcuffs,2008,220,5
9151-1,Family,1986,516,1
970641-1,Gear Casings (Pack of 10 contained 20 prior to 2005 Dacta catalog),2002,525,10
Sunrise-1,"LEGO Store Grand Opening Exclusive Set, Sawgrass Mills, Sunrise, FL",2011,408,15
10805-1,Around the World,2016,504,162
1513-1,Denken mit Lego (Thinking with Lego 900pcs),1972,517,901
1727-1,Horse,1994,468,10
2700-1,Train Set (Freight),1983,634,31
30189-1,Transport Plane,2014,22,49
30446-1,The Batmobile,2016,484,63
4189224-1,"Dragon Sculpture, Ollie, the little dragon from Castleland (Legoland Billund)",2002,425,47
6832-1,Super Nova II,1991,129,42
70410-1,Soldiers Outpost,2015,154,164
70736-1,Attack of the Morro Dragon,2015,435,657
71018-2,Circus Strong Man,2017,611,6
71223-1,Cragger Fun Pack,2015,604,45
8101-1,Claw Crusher,2007,389,98
8909-17,Team GB Minifigures - Complete Set,2012,546,9
9331-1,BuildToExpress Set,2009,507,207
1995-1,Racer,1999,470,15
20208-1,"MBA Level Three - Kit 9, The Dark Lair",2012,432,183
30450-1,Royal Talon Fighter,2018,493,59
330-2,Gas Station,1978,364,212
3830-1,The Bikini Bottom Express,2008,272,209
45300-1,WeDo Core Set,2016,521,279
649-1,Low-Loader with Excavator,1972,416,36
70123-1,Lion Legend Beast,2014,574,119
71009-13,Groundskeeper Willie,2015,553,5
76041-1,The Hydra Fortress Smash,2015,487,404
8097-1,Slave I (Third Edition) [Initial Release],2010,169,562
8140-1,Tow Trasher,2007,116,183
8500-1,Torch / Fire Slizer,1999,20,33
1376-1,Spider-Man Action Studio,2002,488,249
2258-1,Ninja Ambush,2011,435,71
2856223-1,"Magnet Set, Minifig Retro Ninja Princess - with 2 x 4 Brick Base (Bricktober Week 1)",2011,501,0
41320-1,Heartlake Frozen Yogurt Shop,2017,494,370
7034-1,Surveillance Truck,2003,111,267
71002-13,Diner Waitress - Complete Set,2013,547,10
71018-13,Rocket Boy,2017,611,7
7345-1,Transport Chopper,2012,672,383
75003-1,A-wing Starfighter,2013,169,177
7781-1,The Batmobile: Two-Face's Escape,2006,484,393
79013-1,Lake-town Chase,2013,564,469
8451-1,Dumper,2003,7,183
9148-1,Home,1998,516,88
10070-1,Reindeer,2002,227,26
251-1,Windmill with Miller and his Wife,1974,364,90
311-3,Basic Set,1984,469,34
3313-1,Light Poles,1998,462,101
400-4,Small Wheels with Axles (System),1963,371,12
4094-1,Motor Movers,2003,406,256
41111-1,Party Train,2016,494,109
42023-1,Construction Crew,2014,1,833
459-1W,"1 x 1 x 1 Windows Refill, White",1966,371,50
5696-1,Car Wash,2011,632,14
76016-1,Spider-Helicopter Rescue,2014,488,299
76039-1,Ant-Man Final Battle,2015,493,194
7958-15,Advent Calendar 2011 Star Wars (Day 14) - Mouse Droid,2011,225,9
8532-2,Onua - With mini CD-ROM,2001,348,33
8826-1,ATX Sport Cycle,1993,13,95
9233-1,Farm,2005,516,99
970663-1,Pneumatic Switch (Pack of 5),2002,525,5
9781465480378-1,DK Readers Level 2 - The Lego Movie 2 - Awesome Heroes,2018,497,0
STORMBREAKER-1,Stormbreaker,2019,487,27
12142020-1,Ninjago Movie - Official Annual 2018,2018,497,7
2580-1,Friendly Animal Bus,2001,505,105
2673-1,Motorcycle Patrol,1996,632,5
2722-1,Ship,2000,468,12
30114-1,Andrea's Beach Lounge,2014,494,29
4924-24,Advent Calendar 2004 Creator (Day 23) Tree,2004,223,12
5098-1,Toolo Screwdriver,1992,443,1
6031-1,Fright Force,1998,195,28
6741-1,Mini Jet,2009,672,63
75217-1,Imperial Conveyex Transport,2018,624,621
8275-1,Motorized Bulldozer,2007,7,1381
853345-1,Holiday Ornament with Gold Bricks,2011,227,42
8905-1,Thok,2006,340,42
Concord-1,"LEGO Store Grand Opening Exclusive Set, Concord Mills, Concord, NC",2009,408,69
2396-1,Extra Large Bucket,1994,505,55
4000014-1,The LEGOLAND Train (LEGO Inside Tour Version),2014,599,546
4024-4,Advent Calendar 2003 Creator (Day  3) Penguin,2003,223,12
4124-20,"Advent Calendar 2001, Creator (Day 19) Parrot",2001,217,9
5002948-1,C-3PO,2015,184,3
530-1,Basic Building Set,1985,467,273
6006139-1,Best Friends Promotional Brick Set,2012,494,2
6602-2,Scorpion Buggy,2000,91,78
66305-1,City Super Pack 3 in 1 (7235 7245 7743),2009,61,3
7606-1,Frog,2006,22,33
7687-6,Advent Calendar 2009 City (Day  5) Skate Stand,2009,220,12
911842-1,Star Destroyer,2018,158,35
GMRacer3-1,General Mills Race Car 3,2009,598,3
K4492-1,Star Wars Miniatures Kit III,2004,159,5
30006-1,Clone Walker,2009,165,31
3349-1,Three Minifig Pack - Rock Raiders #3,2000,442,29
40121-1,Painting Easter Eggs,2015,229,157
41552-1,Berp,2015,586,68
70105-1,Nest Dive,2013,572,97
70111-1,Swamp Jump,2013,572,86
70314-1,Beast Master's Chaos Chariot,2016,605,314
70787-1,Tahu - Master of Fire,2015,362,89
7495-1,Sporty's Skate Park,2004,661,11
75180-1,Rathtar Escape,2017,184,836
852751-1,"Pirates Chess Set, Pirates II",2009,502,280
9660-1,Early Structures,1997,516,109
9781409350545-1,Legends of Chima: Character Encyclopedia,2014,497,8
KFruit-1,Fruit Set - Hong Kong Lego Show Promotional,2007,33,8
1905-1,Mini Basic Set,1982,469,36
30326-2,Farm - Girl,2018,632,4
41094-1,Heartlake Lighthouse,2015,494,473
4286013-1,Big Wheels Pack Dirt Crusher (Red),2005,119,10
4564-1,Freight Rail Runner,1994,236,591
5139-1,Cannons with Wheels,1994,443,28
6661-1,Mobile TV Studio,1989,85,79
75164-1,Rebel Trooper Battle Pack,2017,185,120
7680-1,The Twilight - Limited Edition,2008,165,887
79007-1,Battle at the Black Gate,2013,569,655
9065-2,Brick Bulk Set,1999,516,147
970675-1,House Project Set,2002,524,80
40138-1,Christmas Train,2015,227,233
4151849-1,Bionicle Trading Card Game 1: Onua & Lewa,2001,324,12
4309-1,Blue Racer,2004,113,31
44001-1,Pyrox,2013,403,50
4494-1,Imperial Shuttle - Mini,2004,159,82
483-4,"Angle, Valley and Corner Slopes, Red (The Building Toy)",1966,371,20
4897-1,Police Trike,2008,61,24
5546-1,Thomas at Morgan's Mine,2009,631,22
5685-1,Vet,2011,632,4
6282-1,Stringer,2012,401,42
6416-1,Poolside Paradise,1992,90,239
644-2,Police Mobile Patrol,1978,80,44
66375-1,City Super Pack 4 in 1,2011,61,4
70921-1,Harley Quinn Cannonball Attack,2018,484,422
75059-1,Sandcrawler,2014,174,3295
8445-1,Indy Storm / Formula 1 Racer,1999,12,433
8684-1,Mariachi / Maraca Man - Complete Set,2010,537,9
10709-1,Orange Creative Box,2017,621,60
1129-2,Santa on Reindeer,1999,227,34
1679-1,Basic Building Set,1990,467,43
3422-1,Shoot 'N Save (non-promo),2002,462,110
40214-1,Monthly Mini Model Build July 2016 - Frog,2016,409,60
4348-1,Aero Pod,2004,478,36
65229-1,Rahkshi Co-Pack 1,2003,344,3
6882-1,Walking Astro Grappler,1985,130,102
71014-8,Mesut Özil (8),2016,557,6
79002-1,Attack of the Wargs,2012,563,400
7961-1,Darth Maul's Sith Infiltrator,2011,166,478
8241-1,Battle Cars,2001,17,110
8827-10,Roman Soldier - Complete Set,2012,541,7
9693-1,"Rechargeable Battery for Lego Mindstorms NXT, DC plug",2010,259,1
970637-1,1 x 12 Beams,2002,525,10
9826-1,Pneumatic Tubing,1994,1,1
K10068-1,Holiday Kit,2002,227,3
40093-1,Snowman,2014,227,140
4124-4,"Advent Calendar 2001, Creator (Day  3) Fireplace",2001,217,11
4444-1,Coca-Cola Defender 2,2002,462,4
60141-1,Police Station,2017,61,894
6378-1,Shell Service Station,1986,76,291
75132-1,First Order Battle Pack,2016,184,88
8492-1,Mud Hopper,2008,116,58
060-3,Jumbo Brick School Set,1968,440,60
1034-1,Teachers Resource Set,1985,532,1534
131-1,Passenger Coach,1972,235,66
2734-1,Straight Track (Straight Rails),1993,634,6
520-12,2 x 2 Plates - Red (architectural hobby und modelbau version),1962,252,42
6324-1,Chopper Cop,1998,100,24
65340-1,Dumper and Front End Loader Co-Pack (contains 8451 and 8453),2004,7,2
65535-1,X-Pod Play Off Game Pack,2004,478,7
6638-1,Ultimate Creatures Accessory Set (Special Edition) 300+ Pieces,2006,346,285
8456-1,Fiber Optic Multi Set / Multi Racer Set (with Fibre Optics),1996,6,406
9713-1,Infrared Transmission Tower,1998,520,2
kabdino-1,Dino Island 4-Pack,2000,298,4
McDR2,McDonald's Racers Car 2 - Monster Rad (EU),2009,112,4
10822-1,Sofia the First Magical Carriage,2016,639,30
3605-2,Birthday Party (Explore),2002,632,9
3922-1,Darth Maul Key Chain,2000,503,0
4502-2,"X-wing Fighter (Dagobah), Original Trilogy Edition box",2004,169,564
482-3,"Slopes and Slopes Double 2 x 2, Red (The Building Toy)",1966,371,22
561507-1,Garden And Wheelbarrow,2015,494,20
5683-1,Market Place,2011,632,25
71005-9,Milhouse Van Houten,2014,550,5
75216-1,Snoke's Throne Room,2018,612,491
75236-1,Duel on Starkiller Base,2019,158,191
8001-1,Battle Droid,2000,158,336
803-3,Seesaw,1964,365,47
111901-1,Garmadon,2019,435,10
2000211-1,MoreToMath 1-2 Snake,2015,507,15
41036-1,Jungle Bridge Rescue,2014,495,365
4209-1,Fire Plane,2012,58,522
5090-1,Asian Family,1995,504,5
60044-1,Mobile Police Unit,2014,61,375
6264-1,Forbidden Cove,1994,152,222
700K-1,Kindergarten LEGO Set,1960,513,476
75196-1,A-Wing vs TIE Silencer Microfighter,2018,158,188
76049-1,Avenjet Space Mission,2016,487,523
853305-1,Copenhagen Key Chain,2011,501,7
2-Oct,Universal Building Set,1976,469,129
10586-1,Ice Cream Truck,2015,504,11
10835-1,Family House,2017,636,69
1289-1,Catapult,2000,197,23
1680-1,Hay Cart with Smugglers,1990,194,67
30601-1,Scooby-Doo,2016,603,2
42070-1,6x6 All Terrain Tow Truck,2017,1,1862
4437-1,Police Pursuit,2012,61,129
5001121-1,BR LEGO Minifigure,2013,535,5
5002122-1,TC-4,2014,178,3
5004281-1,Angry Kitty Key Light,2014,503,0
5005517-1,Brick Lunch Bag Navy,2018,501,0
660-1,Car with Plane Transporter,1975,423,41
6662-1,Backhoe,1992,72,87
682-1,Low-Loader and Tractor,1971,416,58
6899-1,Nebula Outpost,1996,131,156
71004-13,'Where Are My Pants?' Guy,2014,549,6
7197-1,Venice Canal Chase,2009,266,420
7322-1,Altair,2001,135,5
75162-1,Y-Wing Microfighter,2017,158,90
7840-1,Airport Action,2005,632,97
9225-1,Playhouse,2007,516,120
9310-1,Dinosaurs Set,2001,515,4
970687-1,Team Challenge Upgrade Kit,2002,524,95
K7734-1,Cargo Transport Collection,2008,54,4
1914-1,"LEGO Building Set C, Helicopter",1983,468,20
3719-1,Bus Stop,1987,390,5
40344-1,Summer Celebration Minifigure Set,2019,535,45
5005207-1,Batman Lunch Set,2017,501,0
5005379-1,DC Comics Super Heroes - The Awesome Guide,2017,497,5
71016-1,The Kwik-E-Mart,2015,50,2177
7604-1,Dinosaur,2006,22,34
8683-8,Demolition Dummy - Complete Set,2010,536,6
1745-1,"Box of Standard Bricks, 3+",1995,473,404
1750-1,Renault Formula 1 Racer,1992,82,32
4037-1,Helicopter,2004,674,9
41175-1,Fire Dragon's Lava Cave,2016,600,441
415-1,5 Sixteens and 4 Twenties (System),1966,371,27
550-1,Basic Building Set,1985,467,577
561808-1,Pug Pamper Set,2018,494,26
60024-9,"Advent Calendar 2013, City (Day  8)",2013,220,8
60048-1,Police Dog Unit,2014,61,248
71001-8,Grandpa - Complete Set,2013,545,7
7580-1,The Skating Princess,2007,319,26
9653-1,Mechanical Toy Shop,1995,516,30
MS1049-1,Mindstorms Keyfob Transponder,2008,259,0
TOYFAIR-1,"Toy Fair 2009, Chrome Black Darth Vader",2009,158,7
10544-1,The Joker Challenge,2014,653,40
1658-1,Viking Line Ferry,1982,471,201
2332-1,XL Elephant Bucket,2000,505,88
2849-1,Helicopter,1997,68,20
3833-1,Krusty Krab Adventures,2009,272,208
40069-1,Monthly Mini Model Build September 2013 - Pirate,2013,409,44
4924-3,Advent Calendar 2004 Creator (Day  2) Plane,2004,223,13
5279-1,"Plates, Gear Racks",1993,453,16
561701-1,Bear in Ice Cave,2017,494,24
6436-1,Go-Kart,1999,82,22
6498-1,Go-Kart,1999,82,22
700.C.3-1,Individual 1 x 6 x 3 Shutter Window (with glass),1954,371,4
71302-1,Akida Creature of Water,2016,324,120
7245-2,Prisoner Transport - Blue Sticker Version,2008,61,100
3-Jul,Basic Set,1973,469,412
75056-4,Advent Calendar 2014 Star Wars (Day 3) - Republic Cannon,2014,225,18
75909-1,McLaren P1,2015,601,171
851320-1,Minifigure Notebooks,2014,501,0
852841-1,Princess Leia,2010,503,4
8702-1,Lord Vladek,2006,198,112
9743-1,Chromosomes - Student Set,2003,517,136
9798-1,NXT Rechargeable Battery,2006,259,1
10810-1,Push Train,2016,634,45
1265-1,Moon Buggy,1999,93,25
20217-1,MBA Action Designer (Kits 4 - 6 Redesign),2013,432,3
2540-1,Fright Knights Catapult Cart,1998,195,26
326-1,Small Cottage,1965,367,63
40187-1,Flowers,2018,301,100
40298-1,DJ,2018,612,22
66444-1,"Ninjago Super Pack 3 in 1 (9441, 9442, 9591)",2012,435,3
7937-1,Train Station,2010,233,364
8253-1,Fire Helicopter,1999,1,210
9657-1,FIRST LEGO League Challenge 2012 - Senior Solutions,2012,398,1612
10053-1,Black Slopes 33,2003,254,44
1071-1,Bricks 2 x 2 and 2 x 4,1986,516,56
1140-1,12V Light Bricks,1981,443,2
1242D-1,5 Danish Flags,1957,371,5
